index,health,family,economy,freedom,generosity,corruption,dystopia,year,score
0.7898089171974523,0.25854513584574934,0.6368613138686131,0.2681297709923664,0.6947513812154696,0.2636994989107124,0.14857494881411826,0.5027262058570432,2018,4.377
0.4267515923566879,0.5413321647677476,0.6555474452554745,0.4481345419847328,0.39473756906077345,0.09333291766875985,0.3149607725897339,0.5994374690095009,2015,5.605
0.025477707006369428,0.7107011393514461,0.6901703163017032,0.6707919847328244,0.7887292817679558,0.30417319575709867,0.7429472196553786,0.7116786449101489,2016,7.413
0.89171974522293,0.5499682837881094,0.3537368165315505,0.19154447408122852,0.5685919973212791,0.37212764093171813,0.11081123744727944,0.5192785644896498,2017,3.79399991035461
0.5668789808917197,0.5652936021034181,0.7694647201946472,0.3921755725190839,0.6464088397790055,0.1551173523004191,0.24279320903770543,0.5027262058570432,2018,5.161
0.7579617834394905,0.08594215600350569,0.6090024330900244,0.0,0.31222375690607734,0.2963218713098929,0.13815658350093313,0.7234080144992789,2015,4.517
0.6878980891719746,0.558282208588957,0.6824817518248176,0.27385496183206104,0.8411602209944752,0.2768248133361325,0.11233715642043086,0.5027262058570432,2019,4.7
0.6178343949044587,0.5499682837881094,0.8480770019429137,0.28445614316991263,0.5685919973212791,0.5113865599170677,0.07145943904484245,0.3442846785542497,2017,5.00400018692017
0.9363057324840764,0.5499682837881094,0.5304853629021752,0.0567947485917853,0.5685919973212791,0.318050095842501,0.07056992819814281,0.3832010011430493,2017,3.53299999237061
0.006369426751592357,0.8729184925503944,0.9568126520681266,0.6598282442748091,0.8176795580110497,0.3006890213823508,0.7428747440705912,0.5027262058570432,2019,7.6
0.10828025477707007,0.5499682837881094,0.8866080692504745,0.8310799607793797,0.5685919973212791,0.33789449330923177,0.5776927832778169,0.36787705282383715,2017,6.86299991607666
0.694267515923567,0.6117879053461875,0.3311861313868613,0.48129770992366405,0.41482044198895024,0.45444611382413547,0.10623108840209454,0.3892178710453273,2015,4.686
0.7197452229299364,0.5499682837881094,0.6832335407136436,0.1751481633604938,0.5685919973212791,1.0,0.34211412126450147,0.2241889475387388,2017,4.54500007629395
0.4968152866242038,0.708150744960561,0.8272506082725062,0.5644083969465649,0.26933701657458564,0.09903646339180604,0.1920602996865431,0.5027262058570432,2019,5.373
0.1464968152866242,0.9158632778264679,0.8953771289537713,0.6316793893129771,0.6022099447513812,0.13244635465651167,0.3315758004022395,0.5027262058570432,2019,6.592
0.3312101910828026,0.7116564417177914,0.8911192214111923,0.5663167938931297,0.36464088397790057,0.0894907801733187,0.1159609356597996,0.5027262058570432,2019,5.94
0.9808917197452229,0.09202453987730061,0.0,0.012404580152671754,0.31077348066298344,0.28040444454306523,0.06341613668895292,0.5027262058570432,2019,3.083
0.6305732484076434,0.5282033304119194,0.7911192214111923,0.3951288167938931,0.6025690607734806,0.3965038166879174,0.048304977260785274,0.29038738836296074,2015,4.874
0.5031847133757962,0.5613058720420683,0.5705170316301704,0.4884971374045801,0.5114640883977901,0.09305847927622835,0.2910800674022938,0.4765127638110762,2015,5.212
0.43312101910828027,0.5758106923751096,0.7864963503649635,0.38501908396946566,0.770718232044199,0.1396056170703772,0.19387218930622746,0.5027262058570432,2019,5.631
0.21019108280254778,0.647239263803681,0.7694890510948905,0.4613072519083969,0.7688397790055249,0.687647154851781,0.05774492217934084,0.5673384361980427,2015,6.455
0.7579617834394905,0.5499682837881094,0.7664089945401035,0.4817987330087261,0.5685919973212791,0.5857035078525985,0.13345285678540159,0.025877921055953018,2017,4.44000005722046
0.9426751592356688,0.23400525854513585,0.5218978102189781,0.03625954198473282,0.5787292817679558,0.24580134287604868,0.05435668859053106,0.5027262058570432,2018,3.495
0.7707006369426752,0.42857142857142855,0.7098540145985403,0.2719465648854961,0.09116022099447514,0.1264803026449571,0.15944628653222445,0.5027262058570432,2019,4.49
0.050955414012738856,0.5499682837881094,0.8991254072119708,0.7129710252958396,0.5685919973212791,0.45986239673959123,0.6964880661866699,0.5041001482941034,2017,7.28399991989136
0.4267515923566879,0.6362839614373357,0.8832116788321168,0.5644083969465649,0.4613259668508288,0.09784325298949512,0.05616857821021543,0.5027262058570432,2019,5.648
0.1464968152866242,0.6669588080631026,0.7615571776155718,0.49522900763358774,0.6616022099447514,0.08233151775945322,0.17212951387001504,0.5027262058570432,2018,6.488
0.2929936305732484,0.5499682837881094,0.942195346465657,0.37521044261582914,0.5685919973212791,0.4963560149205919,0.4466819284972713,0.4241305860513772,2017,5.97100019454956
0.7515923566878981,0.31989482909728306,0.7791970802919708,0.41698473282442744,0.7168508287292819,0.06085373051785671,0.1159609356597996,0.5027262058570432,2018,4.441
0.802547770700637,0.31288343558282206,0.6843065693430658,0.04484732824427481,0.3715469613259669,0.2529606052899142,0.09603014984327155,0.5027262058570432,2019,4.418
0.20382165605095542,0.6054075372480281,0.754367396593674,0.43826812977099233,0.7384806629834254,0.21956264612923165,0.09276874852783969,0.7206295559595798,2015,6.477
0.554140127388535,0.6879929886064856,0.7055961070559611,0.47805343511450377,0.11878453038674032,0.08710435936869686,0.20655541664401805,0.5027262058570432,2019,5.211
0.7324840764331211,0.588957055214724,0.7992700729927008,0.4379770992366412,0.8080110497237569,0.3663155935094512,0.09059448098421845,0.5027262058570432,2018,4.471
0.17197452229299365,0.6397283085013146,0.5298905109489052,0.7507251908396946,0.776450276243094,0.31728657807849564,0.6443260676559583,0.5375932564673965,2016,6.573
