name,architecture,batch_size,epochs,optimizer,learning_rate,momentum,mode,k,n_train,n_test,n_columns,train_mse,valid_mse,test_mse,train_mape,valid_mape,test_mape,train_loss,valid_loss,test_loss
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,kfold,3.0,50,,8,0.2736676335334778,0.1378684823711713,,35.67172323862712,27.04654000600179,,0.3864992062250773,0.250644655028979,
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,kfold,3.0,50,,8,1.638456920782725,1.6413280566533406,,100.0,100.0,,1.753715419769287,1.756560254096985,
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,holdout,,40,10.0,8,,,0.1945257484912872,,,28.71195602416992,,,0.3142794072628021
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,holdout,,40,10.0,8,,,0.3648479580879211,,,40.13813018798828,,,0.4702593684196472
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,kfold,3.0,50,,8,0.3198064848780632,0.2279770498474439,,41.67958297729492,36.412771479288736,,0.4238173733154932,0.3319329559803009,
arch0_B8_Osgd_L0.1_M0,arch0,8,10,sgd,0.1,0,holdout,,40,10.0,8,,,0.4216507077217102,,,39.58675765991211,,,0.5354336500167847
arch0_B8_Osgd_L0.1_M0,arch0,8,100,sgd,0.1,0,kfold,5.0,50,,8,1.6314534673690797,1.6314053773880004,,,,,1.6314534673690797,1.6314053773880004,
arch0_B8_Osgd_L0.1_M0,arch0,8,100,sgd,0.1,0,kfold,5.0,782,,8,0.00639190967194736,0.006674319946207106,,,,,0.00639190967194736,0.006674319942481815,
