index,health,family,economy,freedom,generosity,corruption,dystopia,score,year
0.5222929936305732,0.5845749342681859,0.9312652068126521,0.4522900763358778,0.43784530386740333,0.28040444454306523,0.06885180554800602,0.5027262058570432,0.5106382903331922,2019
0.6687898089171975,0.2065994741454864,0.3878345498783455,0.2919942748091603,0.5892541436464088,0.21317897047686826,0.2079868094435687,0.6444114512387651,0.41410558593031943,2016
0.6369426751592357,0.7142857142857142,0.7451338199513383,0.3993320610687022,0.5290055248618785,0.13125314425420076,0.23554565055896795,0.5027262058570432,0.4359731985603579,2019
0.15286624203821658,0.8010517090271692,0.8698296836982968,0.6526717557251909,0.4848066298342541,0.2887569173592417,0.17575329310938378,0.5027262058570432,0.7393616981122436,2019
0.8535031847133758,0.0,0.6989051094890512,0.3869274809160305,0.4323204419889503,0.08829756977100778,0.2446050986573898,0.5027262058570432,0.2992513682428197,2019
0.821656050955414,0.25099912357581067,0.5118126520681265,0.2928959923664122,0.17513812154696132,0.2706917118682544,0.3253247812143284,0.45530243877417254,0.29708430753173487,2016
0.554140127388535,0.5568185801928133,0.4511739659367397,0.5144942748091602,0.20871546961325965,0.20512480026126959,0.23049047852004853,0.5490604535584217,0.48620960595368967,2016
0.554140127388535,0.7670376862401402,0.6930352798053528,0.5533921755725191,0.7108977900552486,0.16369653509303458,0.019532170100197494,0.26674341861538725,0.4745862803215072,2015
0.20382165605095542,0.7808939526730938,0.8911192214111923,0.5362595419847328,0.7223756906077349,0.15153772109348634,0.27178344295265533,0.5027262058570432,0.7092198536762447,2019
0.9235668789808917,0.1719982471516214,0.5534124087591241,0.16564408396946564,0.6029419889502762,0.32338388323430445,0.11672192930006704,0.3378548590252882,0.20606775766616914,2016
0.6050955414012739,0.4574934268185802,0.739051094890511,0.428912213740458,0.7430939226519337,0.5775138347184834,0.03261401315431864,0.5027262058570432,0.4728132306488012,2018
0.910828025477707,0.147239263803681,0.7110705596107056,0.23330152671755722,0.4958563535911602,0.127673513047268,0.1685057346306463,0.5027262058570432,0.21847910537510995,2019
0.5987261146496815,0.712751971954426,0.48925790754257914,0.41921278625954195,0.49354972375690603,0.17029498861781395,0.11619648131035858,0.4475056566566167,0.4464144910774033,2015
0.5222929936305732,0.5381244522348817,0.8765206812652069,0.46851145038167935,0.798342541436464,0.1431852482773099,0.1920602996865431,0.5027262058570432,0.5139873841594141,2018
0.03184713375796178,0.9219982471516214,0.9282238442822385,0.6927480916030534,0.7900552486187845,0.3138143358077709,0.6214781395517386,0.5027262058570432,0.9430654049542243,2019
0.15286624203821658,0.708150744960561,0.809610705596107,0.5395992366412213,0.5953038674033149,0.23506244925525047,0.1105252668007465,0.5027262058570432,0.7452718636879297,2018
0.7515923566878981,0.3495179666958808,0.4256751824817519,0.16274809160305342,0.5896685082872929,0.978086498878281,0.36678081571270676,0.3356862365137897,0.33530337825450485,2016
0.21019108280254778,1.0,0.8899026763990269,0.75,0.7679558011049724,0.32336001902625827,0.8207859977170191,0.5027262058570432,0.703112682581369,2019
0.7643312101910829,0.22261174408413673,0.6672749391727494,0.1498091603053435,0.430939226519337,0.2088118204044103,0.2319218713195992,0.5027262058570432,0.34101653831100154,2018
0.2229299363057325,0.8375284837861525,0.7991423357664235,0.5868845419847328,0.6346823204419889,0.21748646002921065,0.1159246978674059,0.5115469887208832,0.716312052367068,2015
0.22929936305732485,0.7775723049956179,0.7919890510948906,0.5760496183206106,0.8337707182320443,0.6175102474039452,0.24616332373031835,0.37622323418273423,0.7109929033489505,2015
0.2802547770700637,0.7318141980718668,0.8059610705596107,0.3311068702290076,0.600828729281768,0.23864208046218321,0.23010998169991484,0.5027262058570432,0.672182816068612,2019
0.14012738853503184,0.5499682837881094,0.8721929542049576,0.6453637175887595,0.5685919973212791,0.10512990122447376,0.06680967385890091,0.6050718575969952,0.7714736383220241,2017
0.9235668789808917,0.33492550394390885,0.6099026763990268,0.13606870229007634,0.45411602209944757,0.41018994000242365,0.10412929644326067,0.2998483959032697,0.21434198947212968,2015
0.27388535031847133,0.5425416301489921,0.6283576642335768,0.5408730916030534,0.27412983425414367,0.05071144209821393,0.15045931401859,0.7540593991690272,0.6680457001656316,2016
0.37579617834394907,0.5499682837881094,0.842073610519258,0.6128608156706535,0.5685919973212791,0.24098605049241223,0.21612742364863474,0.41500554524798383,0.6158391917379039,2017
0.3121019108280255,0.7458545135845749,0.6336192214111923,0.6464456106870229,0.2600414364640884,0.1990752235215532,0.04631189867913246,0.5758105974683255,0.6469661096123512,2016
0.30573248407643316,0.5499682837881094,0.8937240807099331,0.6115353516949952,0.5685919973212791,0.06236173656000193,0.05972510197070536,0.5348967023959175,0.6442079970224265,2017
0.7834394904458599,0.31440841367221734,0.5286374695863747,0.21663645038167936,0.3346961325966851,0.2613130781060906,0.3163740464930876,0.5098542662874664,0.34338060454127595,2015
0.06369426751592357,0.8009377738825592,0.7444829683698297,0.5861498091603052,0.5707044198895028,0.3958117546545771,0.1410556068924281,0.7865060955105809,0.9032702900779378,2015
0.1910828025477707,0.7404294478527607,0.7338381995133819,0.5624904580152671,0.6403867403314917,0.12750646359094447,0.04805131271402946,0.6694631733131194,0.7509850237444263,2015
0.5159235668789809,0.8755477651183172,0.7031630170316302,0.5634541984732824,0.09254143646408841,0.0,0.06160424706926854,0.5027262058570432,0.5110323013715713,2019
0.12101910828025478,0.7092462751971955,0.6847627737226278,0.680949427480916,0.886146408839779,0.3153416451227289,0.69908137196282,0.5468148891181315,0.8289992093434827,2015
0.28662420382165604,0.5223488168273445,0.4925486618004866,0.4168416030534351,0.5147651933701658,0.10592128741314001,0.19229584533710206,0.824350125671817,0.664893611858599,2016
