index,health,family,economy,freedom,generosity,corruption,dystopia,score,year
0.32484076433121023,0.3993777388255916,0.4176094890510949,0.4180152671755725,0.7076104972375691,0.28259995168331736,0.19515863093620336,0.784183589141499,0.6428289937093711,2016
0.09554140127388536,0.6108851884312007,0.7499209245742092,0.468148854961832,0.6774723756906077,0.1738984840327929,0.3174611802648983,0.8353699196954238,0.8451536619170247,2015
0.4713375796178344,0.37160385626643294,0.49270072992700736,0.3110687022900763,0.4613259668508288,0.25773344689915784,0.20474352702433368,0.5027262058570432,0.5474783224216354,2018
0.4585987261146497,0.5212007011393515,0.5862043795620439,0.4262070610687022,0.6021685082872928,0.26542965399406326,0.0778025402692468,0.5779877690830232,0.5549645321508377,2016
0.7961783439490446,0.25591586327782645,0.7572992700729928,0.2657442748091603,0.17817679558011051,0.15989019390966275,0.1685057346306463,0.5027262058570432,0.32762016300611296,2018
0.8662420382165605,0.30457493426818577,0.5424939172749392,0.5220706106870229,0.60896408839779,0.14825639248713132,0.19512239314380966,0.18204745322215699,0.2523640546757102,2016
0.9554140127388535,0.1650219106047327,0.18911192214111924,0.10694179389312976,0.4275276243093923,0.35693695974728745,0.21597724266637677,0.5207714710726844,0.18006302913315042,2016
0.8152866242038217,0.5836985100788782,0.6021897810218978,0.38931297709923657,0.35911602209944754,0.09187720097794053,0.05073290935116233,0.5027262058570432,0.3207249698344792,2018
0.5095541401273885,0.5499682837881094,0.7752096710993979,0.474970702451604,0.5685919973212791,0.7298922774670262,0.02775295879849432,0.3137227287582285,0.506107179925194,2017
0.07643312101910829,0.7803856266432954,0.7889537712895377,0.6379914122137403,0.8623342541436465,0.3948094579166359,0.33838850537225273,0.628250796491448,0.887903859581154,2015
0.7515923566878981,0.5499682837881094,0.5259545035025791,0.16184820871771755,0.5685919973212791,0.3730581154331744,0.29978749047515174,0.48079122874903535,0.3481087445169885,2017
0.09554140127388536,0.7835232252410167,0.9020681265206814,0.6316793893129771,0.8052486187845304,0.22432355563445222,0.4348535087242485,0.5027262058570432,0.8341213528424106,2018
