country,year,health,family,economy,freedom,generosity,corruption,dystopia,score
Moldova,2017,,1.25182557106018,0.728870630264282,,0.208779126405716,0.010091286152601,2.80780839920044,5.83799982070923
Romania,2017,,1.15009129047394,1.21768391132355,,0.133519917726517,0.00438790069893,2.17683148384094,5.82499980926514
Bolivia,2017,,1.22761905193329,0.833756566047668,,0.22556072473526,0.06047772616148,2.44327902793884,5.82299995422363
Turkmenistan,2017,,1.49314916133881,1.13077676296234,,0.24992498755455,0.259270340204239,1.83290982246399,5.82200002670288
Kazakhstan,2017,,1.38436901569366,1.28455626964569,,0.201964423060417,0.119282886385918,1.78489255905151,5.81899976730347
North Cyprus,2017,,1.18630337715149,1.3469113111496,,0.266845703125,0.155353352427483,1.54915761947632,5.80999994277954
Slovenia,2017,,1.45251882076263,1.3412059545517,,0.242649093270302,0.045128978788853,1.31331729888916,5.75799989700317
Peru,2017,,1.21877038478851,1.03522527217865,,0.126819714903831,0.047049086540937,2.20726943016052,5.71500015258789
Mauritius,2017,,1.20956099033356,1.18939554691315,,0.360933750867844,0.042181555181742,1.6975839138031,5.62900018692017
Cyprus,2017,,1.13136327266693,1.35593807697296,,0.271254301071167,0.041237976402044,1.62124919891357,5.62099981307983
Estonia,2017,,1.47667109966278,1.32087934017181,,0.09889081120491,0.183248922228813,1.35750865936279,5.61100006103516
Belarus,2017,,1.44494521617889,1.15655755996704,,0.15513750910759,0.156313821673393,1.72323298454285,5.56899976730347
Libya,2017,,1.35756433010101,1.10180306434631,,0.152073666453362,0.092610210180283,1.83501124382019,5.52500009536743
Turkey,2017,,1.33775317668915,1.19827437400818,,0.046693041920662,0.099671579897404,1.87927794456482,5.5
Paraguay,2017,,1.50728487968445,0.932537317276001,,0.224150657653809,0.091065913438797,1.6853334903717,5.49300003051758
"Hong Kong S.A.R., China",2017,,1.26279091835022,1.55167484283447,,0.374465793371201,0.293933749198914,0.554633140563965,5.47200012207031
Philippines,2017,,1.25391757488251,0.85769921541214,,0.193513423204422,0.099331893026829,1.97260475158691,5.42999982833862
Serbia,2017,,1.25818979740143,1.06931757926941,,0.220125883817673,0.040903780609369,1.94708442687988,5.39499998092651
Jordan,2017,,1.23908889293671,0.991012394428253,,0.172170460224152,0.11980327218771,1.79117655754089,5.33599996566772
Hungary,2017,,1.34313309192657,1.2860119342804,,0.078401662409306,0.036636937409639,1.71645927429199,5.32399988174438
Jamaica,2017,,1.36821806430817,0.925579309463501,,0.233818337321281,0.055267781019211,1.61232566833496,5.31099987030029
Croatia,2017,,0.96798300743103,1.22255623340607,,0.248002976179123,0.043103110045195,1.85449242591858,5.29300022125244
Kosovo,2017,,1.13785350322723,0.951484382152557,,0.319931447505951,0.057471618056297,2.01054072380066,5.27899980545044
China,2017,,1.16083741188049,1.08116579055786,,0.028806841000915,0.022794274613261,1.76493859291077,5.27299976348877
Pakistan,2017,,0.672690689563751,0.72688353061676,,0.315446019172668,0.124348066747189,2.79248929023743,5.26900005340576
Indonesia,2017,,1.27444469928741,0.995538592338562,,0.611704587936401,0.015317135490477,1.42947697639465,5.26200008392334
Venezuela,2017,,1.43133759498596,1.12843120098114,,0.065019629895687,0.064491122961044,1.78946375846863,5.25
Montenegro,2017,,1.23837649822235,1.12112903594971,,0.197911024093628,0.088174194097519,1.72919154167175,5.23699998855591
Morocco,2017,,0.774864435195923,0.878114581108093,,0.03220995515585,0.08776318281889,2.45618939399719,5.2350001335144
Azerbaijan,2017,,1.15240025520325,1.15360176563263,,0.045269340276718,0.180987507104874,1.76248168945312,5.23400020599365
Dominican Republic,2017,,1.40241670608521,1.07937383651733,,0.186967849731445,0.113945253193378,1.31946516036987,5.23000001907349
Greece,2017,,1.23941457271576,1.28948748111725,,0,0.04328977689147,1.74922156333923,5.22700023651123
Lebanon,2017,,1.12962424755096,1.07498753070831,,0.264450758695602,0.037513829767704,1.69507384300232,5.22499990463257
Portugal,2017,,1.36704301834106,1.3151752948761,,0.095102712512016,0.01586945168674,1.10768270492554,5.19500017166138
Bosnia and Herzegovina,2017,,1.0693359375,0.982409417629242,,0.328867495059967,0,1.89217257499695,5.18200016021729
Honduras,2017,,1.14394497871399,0.730573117733002,,0.236188873648643,0.073345452547073,2.06581115722656,5.18100023269653
Macedonia,2017,,1.20789301395416,1.06457793712616,,0.25376096367836,0.060277793556452,1.6174693107605,5.17500019073486
Somalia,2017,,0.721151351928711,0.022643184289336,,0.291631311178207,0.282410323619843,3.11748456954956,5.15100002288818
Vietnam,2017,,1.27749133110046,0.788547575473785,,0.234968051314354,0.087633237242699,1.46231865882874,5.07399988174438
Nigeria,2017,,1.21577048301697,0.783756256103516,,0.230947196483612,0.026121566072106,2.36539053916931,5.07399988174438
Tajikistan,2017,,1.27146327495575,0.524713635444641,,0.248997643589973,0.146377146244049,1.84904932975769,5.04099988937378
Bhutan,2017,,1.34012651443481,0.885416388511658,,0.474054545164108,0.173380389809608,1.14018440246582,5.01100015640259
Kyrgyzstan,2017,,1.39423859119415,0.596220076084137,,0.42858037352562,0.039439179003239,1.53672313690186,5.00400018692017
Nepal,2017,,1.17928326129913,0.479820191860199,,0.394096165895462,0.072975546121597,1.8912410736084,4.96199989318848
Mongolia,2017,,1.4930112361908,1.02723586559296,,0.338464230298996,0.032902289181948,1.11129236221313,4.95499992370605
South Africa,2017,,1.38478863239288,1.05469870567322,,0.139362379908562,0.072509497404099,1.51090860366821,4.8289999961853
Tunisia,2017,,0.868351459503174,1.00726580619812,,0.049693357199431,0.086723148822784,1.89025115966797,4.80499982833862
Palestinian Territories,2017,,1.15564715862274,0.716249227523804,,0.114173173904419,0.089282602071762,1.8788902759552,4.77500009536743
Egypt,2017,,0.997471392154694,0.989701807498932,,0.128631442785263,0.114381365478039,1.70216107368469,4.7350001335144
Bulgaria,2017,,1.43437945842743,1.1614590883255,,0.113177694380283,0.011051530949771,0.996139287948608,4.71400022506714
Sierra Leone,2017,,0.984136044979095,0.36842092871666,,0.293040901422501,0.071095176041126,2.66845989227295,4.70900011062622
Cameroon,2017,,0.946018218994141,0.564305365085602,,0.236298456788063,0.051306631416082,2.3336455821991,4.69500017166138
Iran,2017,,0.711551249027252,1.15687310695648,,0.387242913246155,0.048761073499918,1.49873495101929,4.69199991226196
Albania,2017,,0.803685247898102,0.996192753314972,,0.201312944293022,0.039864215999842,1.49044156074524,4.64400005340576
Bangladesh,2017,,0.735131740570068,0.586682975292206,,0.172255352139473,0.123717859387398,1.97873616218567,4.60799980163574
Namibia,2017,,1.0984708070755,0.964434325695038,,0.077133744955063,0.093146972358227,1.4818902015686,4.57399988174438
Kenya,2017,,1.06795072555542,0.560479462146759,,0.444860309362411,0.064641319215298,1.6519021987915,4.55299997329712
Mozambique,2017,,0.870701014995575,0.234305649995804,,0.322228103876114,0.179436385631561,2.35565090179443,4.55000019073486
Myanmar,2017,,1.12323594093323,0.367110550403595,,0.838075160980225,0.188816204667091,1.11529040336609,4.54500007629395
Senegal,2017,,1.17969191074371,0.479309022426605,,0.183468893170357,0.115460447967052,1.78964614868164,4.53499984741211
Zambia,2017,,1.00318729877472,0.636406779289246,,0.249580144882202,0.078213550150394,1.82670545578003,4.51399993896484
Iraq,2017,,0.978613197803497,1.10271048545837,,0.19963726401329,0.107215754687786,1.31890726089478,4.49700021743774
Gabon,2017,,1.1556202173233,1.1982102394104,,0.043785378336906,0.076046787202358,1.32291626930237,4.46500015258789
Ethiopia,2017,,0.86466920375824,0.339233845472336,,0.312650740146637,0.165455713868141,2.01574373245239,4.46000003814697
Sri Lanka,2017,,1.25997638702393,1.00985014438629,,0.490863561630249,0.073653966188431,0.419389247894287,4.44000005722046
Armenia,2017,,1.00748372077942,0.900596737861633,,0.083488091826439,0.02667442150414,1.5214991569519,4.37599992752075
India,2017,,0.754372596740723,0.792221248149872,,0.231538489460945,0.092226885259152,1.5191171169281,4.31500005722046
Mauritania,2017,,1.2720308303833,0.648457288742065,,0.201870024204254,0.136957004666328,1.65163731575012,4.29199981689453
Congo (Brazzaville),2017,,0.832044363021851,0.808964252471924,,0.120852127671242,0.079618133604527,1.72413563728333,4.29099988937378
Georgia,2017,,0.57061493396759,0.950612664222717,,0.054008815437555,0.251666635274887,1.50013780593872,4.28599977493286
Congo (Kinshasa),2017,,1.22902345657349,0.092102348804474,,0.246455833315849,0.060241356492043,2.22495865821838,4.28000020980835
Mali,2017,,1.28147339820862,0.476180493831635,,0.183354198932648,0.104970246553421,1.66819095611572,4.19000005722046
Ivory Coast,2017,,0.904780030250549,0.603048920631409,,0.201237469911575,0.130061775445938,1.84496426582336,4.17999982833862
Cambodia,2017,,1.00623834133148,0.601765096187592,,0.385922968387604,0.068105950951576,1.04294109344482,4.16800022125244
Sudan,2017,,1.21400856971741,0.65951669216156,,0.182317450642586,0.089847519993782,1.68706583976746,4.13899993896484
Ghana,2017,,0.873664736747742,0.667224824428558,,0.256923943758011,0.025336369872093,1.57786750793457,4.11999988555908
Ukraine,2017,,1.39453756809235,0.89465194940567,,0.270061463117599,0.023029470816255,0.814382314682007,4.09600019454956
Uganda,2017,,1.12982773780823,0.381430715322495,,0.325766056776047,0.057069718837738,1.526362657547,4.08099985122681
Burkina Faso,2017,,1.04328000545502,0.3502277135849,,0.250864684581757,0.120328105986118,1.72721290588379,4.03200006484985
Niger,2017,,0.993025004863739,0.161925330758095,,0.228673845529556,0.138572946190834,1.87398338317871,4.02799987792969
Malawi,2017,,0.512568831443787,0.233442038297653,,0.287170469760895,0.072711654007435,2.08178615570068,3.97000002861023
Chad,2017,,0.953855872154236,0.438012987375259,,0.216113850474358,0.05358188226819,2.07123804092407,3.93600010871887
Zimbabwe,2017,,1.08309590816498,0.375846534967422,,0.189143493771553,0.095375381410122,1.59797024726868,3.875
Lesotho,2017,,1.19009518623352,0.521021246910095,,0.157497271895409,0.119094640016556,1.42983531951904,3.80800008773804
Angola,2017,,1.10441195964813,0.858428180217743,,0.097926490008831,0.069720335304737,1.61448240280151,3.79500007629395
Afghanistan,2017,,0.581543326377869,0.401477217674255,,0.311870932579041,0.061157830059528,2.15080118179321,3.79399991035461
Botswana,2017,,1.22155499458313,1.12209415435791,,0.099348448216915,0.098583199083805,0.3779137134552,3.76600003242493
Benin,2017,,0.435299843549728,0.431085407733917,,0.207948461174965,0.060929015278816,1.88563096523285,3.65700006484985
Madagascar,2017,,0.913020372390747,0.305808693170547,,0.208732530474663,0.067231975495815,1.58461260795593,3.64400005340576
Haiti,2017,,0.640449821949005,0.368610262870789,,0.489203780889511,0.099872149527073,1.69716763496399,3.6029999256134
Yemen,2017,,0.93538224697113,0.591683447360992,,0.104125209152699,0.056767422705889,1.34560060501099,3.59299993515015
South Sudan,2017,,0.601323127746582,0.39724862575531,,0.285670816898346,0.116793513298035,1.87956738471985,3.59100008010864
Liberia,2017,,0.872117936611176,0.119041793048382,,0.26654988527298,0.038948249071837,1.67328596115112,3.53299999237061
Guinea,2017,,0.791244685649872,0.244549930095673,,0.264815092086792,0.110937617719173,1.55231189727783,3.50699996948242
Togo,2017,,0.431882530450821,0.305444717407227,,0.196896150708199,0.095665015280247,1.83722925186157,3.49499988555908
Rwanda,2017,,0.945707023143768,0.368745893239975,,0.252756029367447,0.455220013856888,0.540061235427856,3.47099995613098
Syria,2017,,0.396102607250214,0.777153134346008,,0.493663728237152,0.151347130537033,1.06157350540161,3.46199989318848
Tanzania,2017,,1.04198980331421,0.511135876178741,,0.354256361722946,0.066035106778145,0.621130466461182,3.34899997711182
Burundi,2017,,0.629793584346771,0.091622568666935,,0.204435184597969,0.084147945046425,1.68302416801453,2.90499997138977
Central African Republic,2017,,0,0,,0.280876487493515,0.056565076112747,2.06600475311279,2.69300007820129
